CABra ID  	 511
ANA ID    	 65025000
Longitude 	 -49.513   	 dd
Latitude  	 -25.606   	 dd
Area      	 2302.42   	 km²
Elevation 	 924.00    	 m
 
p_ens, tmin_ens, tmax_ens, rh_ens, wnd_ens and srad_ens product are derived from the ENSEMBLE dataset
et_ens product is derived from the GLEAM dataset
pet_hg was estimated by Penman-Monteith method
pet_pm was estimated by Priestley & Taylor method
pet_hg was estimated by Hargreaves method
 
 Year	 Month	   Day	    p_ens	   tmin_ens	   tmax_ens	     rh_ens	    wnd_ens	   srad_ens	   et_ens	   pet_pm	   pet_pt	   pet_hg
     	      	      	       mm	         °C	         °C	          %	      m s¯¹	     MJ m¯²	       mm	       mm	       mm	       mm
 1980	     1	     1	    0.028	     10.720	     24.071	     64.897	      2.095	     29.836	    4.534	    6.601	    7.971	    5.783
 1980	     1	     2	    0.711	     13.503	     23.527	     72.617	      1.656	     22.948	    3.489	    5.230	    6.386	    4.590
 1980	     1	     3	    0.114	     14.169	     26.081	     67.462	      1.144	     27.183	    4.621	    6.268	    7.654	    5.678
 1980	     1	     4	    0.239	     14.406	     26.415	     69.916	      1.394	     28.490	    4.924	    6.589	    8.031	    5.997
 1980	     1	     5	    0.025	     14.688	     24.231	     72.387	      2.482	     27.919	    4.612	    6.156	    7.764	    5.729
 1980	     1	     6	    1.213	     15.342	     27.122	     76.171	      1.959	     22.561	    4.294	    5.693	    6.549	    4.850
 1980	     1	     7	   12.725	     18.577	     25.479	     84.064	      1.294	     15.360	    3.539	    3.856	    4.682	    3.370
 1980	     1	     8	   10.973	     19.201	     27.305	     85.061	      1.118	     16.786	    3.333	    4.275	    5.138	    3.796
 1980	     1	     9	   22.079	     19.655	     25.877	     88.272	      0.977	     14.874	    3.259	    3.727	    4.589	    3.323
 1980	     1	    10	   10.155	     19.081	     28.355	     80.077	      1.950	     23.248	    4.805	    5.790	    6.961	    5.317
 1980	     1	    11	    6.739	     17.377	     26.789	     75.217	      0.982	     24.498	    4.696	    5.778	    7.152	    5.381
 1980	     1	    12	    1.238	     14.107	     24.723	     77.995	      1.616	     27.675	    4.860	    6.207	    7.692	    5.672
 1980	     1	    13	    1.467	     16.407	     24.409	     77.083	      2.566	     24.708	    4.150	    5.542	    7.036	    5.200
 1980	     1	    14	    3.449	     17.142	     24.628	     76.872	      2.962	     22.733	    3.843	    5.197	    6.564	    4.844
 1980	     1	    15	    3.932	     14.576	     21.738	     84.558	      2.846	     16.603	    2.315	    3.893	    4.754	    3.289
 1980	     1	    16	    5.822	     17.499	     24.363	     87.206	      2.132	     18.239	    4.089	    4.349	    5.379	    3.891
 1980	     1	    17	   12.262	     19.070	     25.347	     91.096	      1.543	     13.560	    3.305	    3.495	    4.203	    2.987
 1980	     1	    18	   14.721	     19.915	     27.899	     85.019	      0.732	     17.172	    4.417	    4.321	    5.280	    3.945
 1980	     1	    19	    8.754	     18.489	     28.696	     77.375	      2.324	     24.392	    5.159	    6.151	    7.262	    5.561
 1980	     1	    20	    7.084	     17.862	     27.220	     77.253	      2.239	     20.951	    4.287	    5.290	    6.225	    4.655
 1980	     1	    21	    1.855	     16.913	     28.109	     73.209	      1.167	     26.970	    4.915	    6.450	    7.860	    5.987
 1980	     1	    22	    2.201	     18.547	     28.203	     73.759	      1.575	     25.577	    4.768	    6.192	    7.568	    5.800
 1980	     1	    23	    3.414	     19.023	     27.686	     78.177	      2.414	     21.266	    4.384	    5.354	    6.376	    4.822
 1980	     1	    24	    8.648	     20.691	     26.281	     83.330	      2.060	     14.689	    4.069	    3.738	    4.570	    3.341
 1980	     1	    25	   26.208	     16.230	     21.354	     90.096	      2.240	      7.984	    1.278	    2.276	    2.611	    1.608
 1980	     1	    26	    4.864	     16.971	     22.653	     90.102	      1.383	      9.938	    1.752	    2.643	    3.144	    2.058
 1980	     1	    27	    1.935	     18.755	     26.481	     83.977	      0.959	     16.978	    2.992	    4.222	    5.147	    3.779
 1980	     1	    28	    5.560	     18.735	     26.418	     83.703	      1.369	     19.955	    4.691	    4.839	    5.954	    4.438
 1980	     1	    29	    5.056	     17.301	     23.639	     81.679	      1.864	     18.441	    3.716	    4.276	    5.391	    3.887
 1980	     1	    30	    0.403	     15.822	     26.501	     73.106	      1.525	     26.085	    4.678	    6.126	    7.467	    5.597
 1980	     1	    31	    1.392	     17.105	     26.307	     81.981	      1.178	     15.908	    3.768	    4.089	    4.799	    3.463
 1980	     2	     1	   10.035	     19.972	     25.643	     85.948	      1.271	     15.155	    3.167	    3.758	    4.660	    3.389
 1980	     2	     2	    2.880	     18.888	     25.286	     83.554	      2.606	     19.300	    3.713	    4.577	    5.738	    4.240
 1980	     2	     3	    2.378	     17.978	     25.385	     80.580	      2.033	     21.052	    3.660	    4.967	    6.175	    4.579
 1980	     2	     4	    0.568	     15.417	     24.288	     79.170	      1.800	     23.362	    5.133	    5.333	    6.610	    4.844
 1980	     2	     5	    1.188	     16.552	     27.230	     79.241	      1.447	     24.553	    4.362	    5.910	    7.128	    5.368
 1980	     2	     6	    1.011	     18.670	     28.828	     75.162	      1.648	     24.438	    5.101	    6.062	    7.275	    5.593
 1980	     2	     7	    4.184	     19.251	     27.614	     81.849	      1.266	     17.849	    4.268	    4.533	    5.428	    4.054
 1980	     2	     8	    5.299	     17.863	     25.907	     82.602	      1.646	     19.969	    3.921	    4.831	    5.895	    4.364
 1980	     2	     9	    2.041	     18.439	     26.691	     81.579	      2.313	     21.368	    4.375	    5.224	    6.327	    4.750
 1980	     2	    10	    3.620	     21.042	     28.129	     84.540	      1.318	     13.967	    3.043	    3.729	    4.405	    3.261
 1980	     2	    11	   13.749	     21.153	     29.275	     84.503	      1.711	     17.525	    4.120	    4.635	    5.438	    4.152
 1980	     2	    12	   23.623	     20.541	     27.902	     85.948	      0.908	     15.975	    3.570	    4.076	    4.949	    3.697
 1980	     2	    13	    5.616	     19.115	     27.588	     82.956	      1.527	     21.780	    4.065	    5.329	    6.499	    4.936
 1980	     2	    14	    2.327	     18.718	     24.758	     83.829	      1.974	     21.725	    4.204	    4.927	    6.348	    4.731
 1980	     2	    15	    2.621	     18.789	     25.667	     85.265	      1.618	     18.915	    3.742	    4.544	    5.631	    4.170
 1980	     2	    16	    2.689	     17.588	     26.424	     79.306	      1.131	     20.356	    4.501	    4.921	    5.999	    4.463
 1980	     2	    17	   11.217	     17.919	     25.467	     82.558	      1.176	     15.304	    3.724	    3.842	    4.625	    3.330
 1980	     2	    18	   17.590	     18.056	     21.838	     90.297	      2.099	      8.217	    1.425	    2.198	    2.695	    1.708
 1980	     2	    19	    9.843	     14.563	     21.102	     80.386	      2.319	     16.188	    3.141	    3.690	    4.600	    3.176
 1980	     2	    20	    0.648	     12.769	     24.929	     76.422	      1.567	     25.098	    4.205	    5.791	    6.920	    5.065
 1980	     2	    21	    0.239	     14.030	     26.502	     73.700	      0.912	     22.531	    4.166	    5.363	    6.410	    4.724
 1980	     2	    22	    1.099	     18.035	     27.971	     79.362	      1.024	     21.865	    4.763	    5.354	    6.481	    4.915
 1980	     2	    23	    4.723	     18.376	     26.067	     83.887	      1.023	     15.396	    3.219	    3.876	    4.672	    3.393
 1980	     2	    24	   13.651	     18.710	     26.119	     85.699	      1.496	     13.126	    2.385	    3.503	    4.070	    2.908
 1980	     2	    25	    5.041	     17.957	     26.079	     84.860	      1.419	     15.968	    3.938	    4.059	    4.812	    3.502
 1980	     2	    26	    8.034	     19.636	     23.779	     89.752	      1.459	     12.740	    3.195	    3.101	    3.937	    2.772
 1980	     2	    27	   13.491	     19.564	     23.335	     91.181	      1.883	      8.787	    1.610	    2.338	    2.879	    1.900
 1980	     2	    28	   13.970	     18.560	     22.601	     92.591	      2.025	      8.425	    1.668	    2.276	    2.760	    1.781
 1980	     2	    29	   10.400	     19.512	     24.377	     92.028	      1.551	      9.701	    1.965	    2.612	    3.132	    2.123
 1980	     3	     1	    2.175	     20.209	     29.883	     82.558	      1.381	     22.056	    4.634	    5.603	    6.687	    5.205
 1980	     3	     2	    0.269	     20.391	     29.561	     78.013	      1.196	     22.954	    4.681	    5.705	    6.934	    5.408
 1980	     3	     3	    2.001	     21.363	     28.961	     82.535	      1.270	     19.163	    3.995	    4.835	    5.877	    4.534
 1980	     3	     4	    2.048	     18.228	     27.382	     78.278	      1.273	     23.867	    4.783	    5.691	    6.989	    5.337
 1980	     3	     5	    0.122	     18.768	     28.965	     79.189	      1.276	     23.320	    4.542	    5.769	    6.934	    5.352
 1980	     3	     6	    1.884	     20.248	     28.951	     80.922	      1.121	     20.170	    4.306	    5.056	    6.116	    4.710
 1980	     3	     7	    5.595	     19.988	     30.517	     80.301	      1.022	     21.295	    4.931	    5.440	    6.477	    5.050
 1980	     3	     8	   11.608	     19.035	     27.628	     82.904	      0.916	     17.066	    3.948	    4.297	    5.170	    3.866
 1980	     3	     9	    8.844	     19.813	     29.351	     81.072	      0.791	     20.091	    4.660	    5.022	    6.086	    4.690
 1980	     3	    10	    7.414	     19.572	     29.216	     82.213	      0.844	     19.587	    4.285	    4.921	    5.930	    4.552
 1980	     3	    11	    7.191	     20.615	     28.284	     86.015	      0.758	     15.161	    3.805	    3.886	    4.701	    3.528
 1980	     3	    12	    9.431	     19.876	     28.872	     81.997	      1.295	     16.645	    4.063	    4.381	    5.108	    3.867
 1980	     3	    13	   10.061	     18.958	     25.830	     86.535	      2.056	     14.115	    2.931	    3.686	    4.313	    3.125
 1980	     3	    14	    4.911	     17.578	     22.447	     87.430	      2.099	     11.924	    2.780	    2.932	    3.626	    2.483
 1980	     3	    15	    5.485	     16.816	     21.806	     92.373	      2.145	     11.531	    2.743	    2.840	    3.492	    2.356
 1980	     3	    16	   38.435	     18.810	     22.960	     92.934	      1.955	      6.243	    1.050	    1.910	    2.185	    1.330
 1980	     3	    17	   10.365	     18.266	     26.152	     87.392	      1.053	     15.543	    3.133	    3.898	    4.678	    3.425
 1980	     3	    18	    2.140	     20.468	     27.994	     86.286	      0.845	     17.001	    3.376	    4.254	    5.190	    3.936
 1980	     3	    19	    2.811	     19.445	     27.196	     82.436	      1.198	     19.917	    3.973	    4.830	    5.927	    4.511
 1980	     3	    20	    0.141	     17.174	     27.045	     78.875	      1.036	     21.697	    4.401	    5.199	    6.303	    4.770
 1980	     3	    21	    0.016	     20.014	     29.700	     75.703	      0.682	     21.614	    4.069	    5.325	    6.508	    5.078
 1980	     3	    22	    0.061	     18.179	     28.889	     78.103	      1.134	     20.888	    3.812	    5.238	    6.199	    4.755
 1980	     3	    23	    0.301	     18.984	     28.897	     77.991	      0.808	     19.966	    3.962	    4.953	    5.975	    4.590
 1980	     3	    24	    0.231	     21.274	     30.735	     76.550	      1.053	     20.197	    3.591	    5.180	    6.186	    4.873
 1980	     3	    25	    0.022	     17.819	     29.733	     72.784	      1.049	     20.652	    3.844	    5.266	    6.144	    4.729
 1980	     3	    26	    0.176	     18.372	     29.022	     73.261	      1.406	     20.967	    4.208	    5.323	    6.223	    4.793
 1980	     3	    27	    1.036	     18.961	     29.832	     72.978	      1.149	     19.951	    3.928	    5.128	    5.994	    4.637
 1980	     3	    28	    0.402	     19.286	     28.857	     72.923	      1.481	     18.562	    3.384	    4.805	    5.586	    4.281
 1980	     3	    29	    7.788	     19.499	     24.732	     82.376	      1.614	     12.193	    1.618	    3.095	    3.764	    2.681
 1980	     3	    30	    5.243	     17.543	     23.109	     87.802	      2.429	     13.038	    2.670	    3.211	    3.897	    2.737
 1980	     3	    31	    2.728	     16.189	     22.764	     86.051	      2.006	     12.128	    2.446	    3.102	    3.621	    2.490
 1980	     4	     1	    0.519	     15.361	     24.014	     82.780	      1.642	     15.233	    2.387	    3.805	    4.410	    3.145
 1980	     4	     2	    0.466	     14.343	     23.442	     80.680	      1.478	     16.898	    2.780	    4.038	    4.768	    3.414
 1980	     4	     3	    0.789	     15.495	     22.184	     87.250	      1.076	     10.722	    2.427	    2.726	    3.235	    2.163
 1980	     4	     4	    6.076	     17.739	     23.121	     87.700	      0.649	     10.189	    2.435	    2.579	    3.166	    2.146
 1980	     4	     5	    5.905	     17.997	     25.597	     82.328	      1.118	     14.988	    2.132	    3.729	    4.467	    3.269
 1980	     4	     6	    1.003	     16.350	     23.305	     85.945	      1.258	     14.588	    2.340	    3.502	    4.246	    3.024
 1980	     4	     7	    1.222	     15.641	     22.141	     85.025	      1.915	     13.157	    2.072	    3.208	    3.832	    2.659
 1980	     4	     8	    0.758	     15.030	     23.639	     87.397	      1.276	     10.851	    1.247	    2.936	    3.277	    2.219
 1980	     4	     9	    1.333	     17.854	     26.909	     81.476	      1.033	     15.752	    3.002	    3.982	    4.691	    3.487
 1980	     4	    10	    2.533	     18.376	     27.513	     81.689	      1.641	     17.054	    2.900	    4.402	    5.069	    3.828
 1980	     4	    11	    0.349	     18.991	     27.440	     79.083	      2.645	     15.567	    2.722	    4.252	    4.686	    3.517
 1980	     4	    12	    2.200	     19.693	     27.537	     85.669	      2.883	     11.472	    2.659	    3.524	    3.600	    2.618
 1980	     4	    13	   22.179	     16.503	     21.666	     93.758	      0.929	      7.814	    2.194	    2.100	    2.511	    1.587
 1980	     4	    14	   33.771	     15.174	     21.271	     94.434	      1.477	      5.853	    2.239	    1.876	    2.008	    1.162
 1980	     4	    15	   19.209	     13.794	     18.070	     87.673	      1.683	      6.194	    1.010	    1.724	    2.033	    1.151
 1980	     4	    16	    1.760	     12.762	     16.835	     90.040	      1.785	      7.204	    1.269	    1.815	    2.225	    1.293
 1980	     4	    17	    1.890	     13.816	     19.754	     91.351	      1.777	      6.615	    0.956	    1.973	    2.150	    1.260
 1980	     4	    18	    0.176	     15.495	     26.551	     83.395	      1.053	     16.825	    3.140	    4.208	    4.854	    3.598
 1980	     4	    19	    0.063	     15.592	     25.998	     84.996	      1.059	     15.261	    2.913	    3.862	    4.437	    3.244
 1980	     4	    20	    0.198	     17.545	     26.348	     79.794	      0.961	     17.524	    3.192	    4.238	    5.095	    3.836
 1980	     4	    21	    0.030	     15.134	     24.756	     80.826	      1.469	     18.521	    2.810	    4.407	    5.192	    3.850
 1980	     4	    22	    0.052	     15.728	     25.037	     83.793	      1.763	     16.258	    2.784	    4.076	    4.654	    3.419
 1980	     4	    23	    0.041	     16.063	     25.438	     83.312	      1.753	     14.748	    2.836	    3.846	    4.292	    3.131
 1980	     4	    24	    0.304	     15.638	     24.270	     81.543	      1.168	     15.914	    2.517	    3.816	    4.532	    3.309
 1980	     4	    25	    0.218	     14.524	     21.765	     84.602	      1.619	     13.439	    1.832	    3.217	    3.808	    2.661
 1980	     4	    26	    1.217	     16.173	     23.027	     86.596	      1.708	     11.680	    1.709	    2.992	    3.457	    2.406
 1980	     4	    27	    0.468	     16.640	     24.390	     83.055	      1.598	     13.330	    2.051	    3.394	    3.911	    2.813
 1980	     4	    28	    0.119	     15.674	     24.821	     81.734	      0.992	     14.871	    2.256	    3.639	    4.278	    3.116
 1980	     4	    29	    0.105	     15.177	     24.915	     79.961	      1.138	     16.505	    2.760	    3.985	    4.669	    3.441
 1980	     4	    30	    0.081	     15.101	     24.982	     77.911	      1.124	     14.976	    2.242	    3.718	    4.284	    3.122
 1980	     5	     1	    5.266	     15.734	     23.320	     88.240	      1.558	      7.826	    1.287	    2.377	    2.495	    1.610
 1980	     5	     2	    7.693	     13.591	     18.353	     92.574	      0.789	      5.693	    0.879	    1.593	    1.897	    1.059
 1980	     5	     3	    4.328	     12.211	     16.153	     93.435	      1.137	      5.558	    0.874	    1.500	    1.818	    0.979
 1980	     5	     4	    1.061	      7.432	     17.826	     70.754	      1.599	     17.971	    2.091	    3.668	    4.355	    3.012
 1980	     5	     5	    0.000	      5.138	     21.071	     71.689	      0.691	     17.864	    1.851	    3.803	    4.375	    3.041
 1980	     5	     6	    0.065	      7.529	     23.156	     75.521	      0.932	     17.257	    1.984	    4.001	    4.444	    3.150
 1980	     5	     7	    0.158	     10.749	     24.189	     79.767	      0.937	     15.254	    1.792	    3.727	    4.152	    2.964
 1980	     5	     8	    4.257	     15.110	     19.752	     87.895	      1.186	      7.636	    1.163	    1.977	    2.377	    1.482
 1980	     5	     9	    2.636	     12.559	     21.021	     88.574	      0.951	      9.083	    1.977	    2.381	    2.681	    1.731
 1980	     5	    10	    2.107	     15.808	     22.997	     84.865	      1.972	      8.298	    1.451	    2.477	    2.590	    1.700
 1980	     5	    11	    1.997	     15.446	     23.677	     83.214	      1.148	     10.963	    1.669	    2.858	    3.241	    2.256
 1980	     5	    12	    0.319	     17.069	     24.202	     84.945	      1.114	     11.686	    1.648	    2.959	    3.468	    2.474
 1980	     5	    13	    0.856	     16.259	     22.123	     88.042	      1.606	     10.449	    1.823	    2.636	    3.099	    2.129
 1980	     5	    14	    0.760	     14.788	     22.748	     87.529	      1.412	     11.284	    1.784	    2.900	    3.276	    2.273
 1980	     5	    15	    0.032	     15.560	     24.135	     83.978	      0.703	     12.606	    2.044	    3.074	    3.647	    2.614
 1980	     5	    16	    0.266	     15.463	     25.831	     84.156	      1.103	     13.778	    2.164	    3.539	    3.977	    2.918
 1980	     5	    17	    1.287	     15.478	     21.627	     90.246	      1.347	      7.801	    1.394	    2.160	    2.435	    1.562
 1980	     5	    18	    0.882	     15.568	     22.047	     85.730	      1.401	      9.369	    1.623	    2.460	    2.814	    1.889
 1980	     5	    19	    1.826	     17.550	     23.757	     87.864	      1.235	      9.153	    1.466	    2.455	    2.827	    1.939
 1980	     5	    20	    3.427	     18.088	     24.989	     85.433	      1.244	      8.120	    1.580	    2.356	    2.592	    1.759
 1980	     5	    21	    8.384	     16.480	     21.170	     86.421	      1.890	      5.572	    1.015	    1.742	    1.910	    1.125
 1980	     5	    22	    2.868	     16.431	     23.153	     83.541	      1.732	     12.775	    1.992	    3.128	    3.669	    2.645
 1980	     5	    23	    1.183	     14.748	     20.506	     87.164	      1.597	     10.323	    1.077	    2.511	    2.978	    2.014
 1980	     5	    24	    0.546	     11.661	     21.096	     83.070	      0.611	     10.079	    0.886	    2.460	    2.858	    1.897
 1980	     5	    25	    0.140	      9.996	     20.151	     84.461	      0.799	     12.878	    1.260	    2.919	    3.400	    2.331
 1980	     5	    26	    0.187	     13.867	     21.966	     80.970	      1.440	     12.162	    1.512	    2.989	    3.411	    2.392
 1980	     5	    27	    0.085	     12.733	     21.712	     82.611	      1.319	     12.421	    1.798	    3.031	    3.428	    2.396
 1980	     5	    28	    0.081	     12.860	     23.107	     79.708	      1.163	     13.004	    1.690	    3.225	    3.605	    2.563
 1980	     5	    29	    0.133	     11.592	     23.805	     79.710	      0.864	     12.172	    1.796	    3.083	    3.392	    2.380
 1980	     5	    30	    0.139	     13.270	     23.701	     80.027	      1.323	     13.855	    1.946	    3.452	    3.831	    2.769
 1980	     5	    31	    0.001	     12.980	     22.108	     78.209	      1.442	     14.056	    1.724	    3.340	    3.814	    2.736
 1980	     6	     1	    1.119	     13.724	     24.391	     77.204	      2.137	     12.672	    1.635	    3.549	    3.582	    2.573
 1980	     6	     2	    7.359	     12.521	     17.847	     90.306	      1.292	      5.823	    0.843	    1.650	    1.869	    1.058
 1980	     6	     3	    2.345	     10.405	     18.264	     73.204	      1.901	     14.535	    1.883	    3.103	    3.685	    2.572
 1980	     6	     4	    0.093	      5.436	     16.427	     71.968	      1.099	     13.480	    0.802	    2.809	    3.210	    2.132
 1980	     6	     5	    0.201	      9.509	     18.616	     78.425	      1.414	     12.475	    1.182	    2.839	    3.229	    2.189
 1980	     6	     6	    0.079	      9.595	     21.291	     82.117	      1.274	     12.540	    1.245	    3.102	    3.328	    2.296
 1980	     6	     7	    0.142	     10.206	     22.381	     78.421	      0.864	     13.217	    1.621	    3.154	    3.530	    2.482
 1980	     6	     8	    0.180	     13.086	     22.336	     82.165	      1.165	     11.850	    1.494	    2.941	    3.306	    2.317
 1980	     6	     9	    0.056	     10.560	     23.131	     81.259	      1.227	     12.499	    1.501	    3.235	    3.401	    2.385
 1980	     6	    10	    0.194	     12.818	     23.707	     77.313	      1.057	     10.680	    1.497	    2.853	    3.061	    2.122
 1980	     6	    11	    0.327	     14.744	     23.324	     73.522	      1.355	     11.835	    1.606	    3.009	    3.370	    2.401
 1980	     6	    12	    0.234	     13.081	     22.594	     72.775	      1.529	     10.816	    1.174	    2.893	    3.071	    2.123
 1980	     6	    13	    3.056	     12.791	     21.218	     72.689	      3.081	      6.777	    0.930	    2.475	    2.121	    1.301
 1980	     6	    14	    2.894	      8.465	     17.620	     73.127	      1.857	     14.285	    1.099	    3.067	    3.521	    2.426
 1980	     6	    15	    0.234	      8.139	     16.739	     80.056	      1.583	      9.619	    0.757	    2.327	    2.537	    1.602
 1980	     6	    16	    0.271	      7.711	     19.063	     80.625	      1.493	     11.748	    1.021	    2.871	    3.022	    2.018
 1980	     6	    17	    0.060	      8.788	     21.057	     77.614	      0.781	     13.316	    1.432	    3.046	    3.452	    2.400
 1980	     6	    18	    0.068	      7.120	     20.596	     77.168	      0.820	     13.306	    1.214	    3.042	    3.375	    2.319
 1980	     6	    19	    0.369	      6.472	     21.229	     75.975	      1.055	     12.761	    1.414	    3.127	    3.260	    2.225
 1980	     6	    20	    3.772	     11.546	     16.925	     86.427	      2.788	      4.100	    0.684	    1.536	    1.472	    0.724
 1980	     6	    21	    4.818	     10.443	     12.880	     94.277	      2.721	      4.499	    1.111	    1.142	    1.492	    0.730
 1980	     6	    22	    4.627	     10.477	     16.084	     85.038	      1.804	      7.634	    0.621	    1.888	    2.175	    1.307
 1980	     6	    23	    1.006	      9.624	     16.421	     86.504	      1.291	      6.967	    0.621	    1.824	    2.028	    1.183
 1980	     6	    24	    4.915	      9.529	     18.162	     83.972	      1.923	      5.854	    0.627	    1.970	    1.825	    1.021
 1980	     6	    25	   17.444	     13.458	     19.178	     95.635	      2.670	      4.603	    2.138	    1.708	    1.622	    0.865
 1980	     6	    26	   10.779	      7.904	     15.726	     76.738	      1.826	      9.645	    1.351	    2.258	    2.507	    1.571
 1980	     6	    27	    2.253	      3.227	     13.827	     66.845	      1.124	     14.399	    0.687	    2.711	    3.178	    2.088
 1980	     6	    28	    0.572	      3.252	     17.308	     76.151	      1.584	     14.563	    1.021	    3.212	    3.356	    2.252
 1980	     6	    29	    0.370	      6.830	     22.708	     80.133	      1.568	     13.891	    1.609	    3.683	    3.566	    2.492
 1980	     6	    30	    0.540	     11.770	     22.968	     74.526	      2.677	     13.559	    1.490	    3.726	    3.672	    2.627
 1980	     7	     1	   14.010	     10.608	     17.153	     95.654	      1.693	      3.314	    0.879	    1.402	    1.301	    0.578
 1980	     7	     2	   27.999	      7.469	     12.913	     93.579	      2.241	      3.351	    1.087	    1.258	    1.234	    0.517
 1980	     7	     3	    8.540	      7.866	     11.072	     97.020	      1.231	      3.427	    0.368	    1.012	    1.232	    0.515
 1980	     7	     4	    2.337	      7.961	     12.936	     91.999	      1.777	      5.950	    0.817	    1.496	    1.736	    0.926
 1980	     7	     5	    1.307	     10.168	     15.014	     91.802	      1.522	      5.523	    0.661	    1.502	    1.727	    0.925
 1980	     7	     6	    1.395	     10.523	     16.500	     87.384	      1.507	      7.608	    1.113	    1.907	    2.186	    1.312
 1980	     7	     7	    0.298	     12.617	     19.336	     88.272	      1.823	      7.764	    1.068	    2.145	    2.315	    1.444
 1980	     7	     8	    0.675	     13.369	     21.299	     84.657	      1.610	      9.423	    1.599	    2.533	    2.739	    1.823
 1980	     7	     9	   12.493	     13.880	     18.956	     92.018	      1.910	      5.316	    2.027	    1.659	    1.790	    1.003
 1980	     7	    10	   47.979	     12.620	     15.696	     95.209	      1.560	      3.758	    0.910	    1.176	    1.406	    0.661
 1980	     7	    11	   18.087	     12.386	     16.185	     95.675	      1.065	      4.292	    1.019	    1.284	    1.522	    0.759
 1980	     7	    12	   17.096	     13.045	     20.440	     90.941	      1.085	      7.149	    1.033	    2.012	    2.208	    1.360
 1980	     7	    13	    0.385	     12.121	     21.297	     81.551	      1.659	     10.034	    1.667	    2.715	    2.856	    1.907
 1980	     7	    14	    0.219	     14.712	     23.382	     71.700	      3.482	     11.316	    1.533	    3.343	    3.267	    2.297
 1980	     7	    15	    1.104	      6.941	     17.898	     68.363	      1.561	     12.085	    0.985	    2.848	    3.052	    2.009
 1980	     7	    16	    0.101	      5.776	     18.301	     76.698	      1.634	     13.101	    1.140	    3.095	    3.235	    2.153
 1980	     7	    17	    0.158	      8.168	     23.806	     77.126	      1.148	     14.397	    1.618	    3.666	    3.795	    2.679
 1980	     7	    18	    0.092	     12.661	     22.539	     83.247	      0.658	     11.510	    1.349	    2.794	    3.245	    2.244
 1980	     7	    19	    0.045	     11.919	     22.566	     79.760	      1.134	     12.219	    1.639	    3.076	    3.390	    2.358
 1980	     7	    20	    0.000	     12.621	     24.733	     73.810	      2.356	     13.882	    1.724	    3.951	    3.866	    2.789
 1980	     7	    21	    1.361	     11.131	     19.895	     87.391	      0.975	      7.741	    0.349	    2.116	    2.307	    1.420
 1980	     7	    22	    0.398	     11.485	     21.372	     75.608	      0.684	      9.958	    0.707	    2.486	    2.840	    1.877
 1980	     7	    23	    0.035	      8.038	     18.775	     78.185	      0.980	     13.585	    1.386	    2.997	    3.452	    2.335
 1980	     7	    24	    0.031	      8.401	     17.892	     80.973	      1.655	     13.854	    1.547	    3.056	    3.492	    2.361
 1980	     7	    25	    0.081	      9.831	     21.931	     80.536	      1.819	     13.365	    1.812	    3.482	    3.580	    2.479
 1980	     7	    26	    0.167	     14.372	     26.086	     67.823	      2.886	     14.405	    1.899	    4.276	    4.105	    3.017
 1980	     7	    27	    2.683	     12.619	     21.902	     70.445	      1.896	     15.145	    2.259	    3.608	    4.087	    2.925
 1980	     7	    28	    0.668	      9.888	     22.860	     73.854	      1.647	     14.424	    1.674	    3.721	    3.860	    2.715
 1980	     7	    29	    4.075	     14.427	     23.162	     69.115	      2.739	      9.353	    1.624	    2.938	    2.816	    1.886
 1980	     7	    30	   30.942	     10.336	     17.895	     90.503	      2.045	      3.782	    1.677	    1.646	    1.419	    0.665
 1980	     7	    31	   15.227	      5.191	     11.961	     81.329	      1.319	     10.613	    1.051	    2.092	    2.553	    1.542
 1980	     8	     1	    0.148	      6.135	     14.351	     81.266	      1.894	     11.687	    1.560	    2.482	    2.870	    1.805
 1980	     8	     2	    0.082	      7.917	     18.999	     82.267	      1.510	      9.898	    1.421	    2.644	    2.700	    1.704
 1980	     8	     3	    0.650	     10.377	     19.431	     83.504	      1.891	     11.603	    1.243	    2.893	    3.154	    2.090
 1980	     8	     4	    0.153	     11.518	     22.287	     79.260	      1.631	     15.031	    2.246	    3.663	    4.059	    2.873
 1980	     8	     5	    0.991	     13.016	     22.987	     77.894	      1.882	     12.729	    1.694	    3.377	    3.596	    2.511
 1980	     8	     6	    7.259	     13.006	     20.914	     73.079	      2.971	     12.625	    2.383	    3.206	    3.515	    2.418
 1980	     8	     7	    0.010	      8.520	     21.064	     68.010	      2.102	     17.447	    1.751	    4.104	    4.444	    3.132
 1980	     8	     8	    3.184	      7.275	     19.199	     83.311	      0.876	     10.214	    1.121	    2.540	    2.769	    1.747
 1980	     8	     9	    8.680	     10.467	     18.032	     88.628	      1.790	      9.124	    1.511	    2.354	    2.591	    1.609
 1980	     8	    10	    6.404	     13.602	     19.263	     90.946	      1.099	      7.132	    1.512	    1.923	    2.238	    1.344
 1980	     8	    11	    2.674	     12.372	     20.950	     83.862	      0.911	     11.207	    1.631	    2.738	    3.183	    2.127
 1980	     8	    12	    0.690	      9.387	     13.365	     87.617	      2.478	      6.661	    0.945	    1.579	    1.958	    1.070
 1980	     8	    13	    0.455	     11.089	     18.698	     90.059	      1.241	      7.608	    0.947	    2.087	    2.294	    1.370
 1980	     8	    14	    0.337	     11.742	     20.383	     85.151	      0.845	     10.260	    1.796	    2.543	    2.942	    1.914
