CABra ID  	 511
ANA ID    	 65025000
Longitude 	 -49.513   	 dd
Latitude  	 -25.606   	 dd
Area      	 2302.42   	 km²
Elevation 	 924.00    	 m
 
p_ens, tmin_ens, tmax_ens, rh_ens, wnd_ens and srad_ens product are derived from the ENSEMBLE dataset
et_ens product is derived from the GLEAM dataset
pet_hg was estimated by Penman-Monteith method
pet_pm was estimated by Priestley & Taylor method
pet_hg was estimated by Hargreaves method
 
 Year	 Month	   Day	    p_ens	   tmin_ens	   tmax_ens	     rh_ens	    wnd_ens	   srad_ens	   et_ens	   pet_pm	   pet_pt	   pet_hg
     	      	      	       mm	         °C	         °C	          %	      m s¯¹	     MJ m¯²	       mm	       mm	       mm	       mm
 1984	     3	    29	   13.774	     18.509	     25.060	     90.246	      0.961	      9.631	    2.770	    2.626	    3.074	    2.100
 1984	     3	    30	   14.947	     14.214	     18.884	     90.804	      3.354	      7.463	    1.540	    2.069	    2.368	    1.413
 1984	     3	    31	    1.272	     13.819	     19.452	     86.028	      2.841	     10.784	    2.187	    2.651	    3.154	    2.046
 1984	     4	     1	    2.275	     13.397	     18.604	     91.847	      2.323	      7.985	    1.394	    2.131	    2.468	    1.487
 1984	     4	     2	    1.300	     16.386	     25.399	     89.094	      1.719	     11.368	    1.943	    3.254	    3.486	    2.425
 1984	     4	     3	    1.062	     13.339	     23.167	     80.570	      1.129	     15.221	    2.841	    3.690	    4.306	    3.023
 1984	     4	     4	    2.321	     13.476	     20.282	     79.721	      1.173	     12.876	    2.082	    3.005	    3.653	    2.459
 1984	     4	     5	    1.002	      9.088	     22.198	     69.335	      1.219	     21.764	    2.943	    4.778	    5.623	    4.009
 1984	     4	     6	    0.192	     11.818	     23.184	     77.252	      1.173	     18.216	    2.509	    4.251	    4.964	    3.542
 1984	     4	     7	    0.482	     12.040	     18.403	     86.483	      2.440	     11.224	    1.611	    2.683	    3.166	    2.041
 1984	     4	     8	    0.317	     12.724	     20.152	     87.804	      2.154	     10.501	    1.797	    2.754	    3.060	    1.981
 1984	     4	     9	    1.593	     15.406	     22.848	     87.137	      2.162	     12.272	    2.223	    3.205	    3.620	    2.496
 1984	     4	    10	    5.064	     14.219	     20.081	     84.067	      2.894	     14.879	    2.788	    3.289	    4.131	    2.865
 1984	     4	    11	    3.495	     13.708	     20.117	     84.037	      3.082	     14.690	    2.559	    3.321	    4.067	    2.809
 1984	     4	    12	    2.841	     14.199	     19.668	     86.485	      2.274	     11.313	    2.208	    2.689	    3.269	    2.164
 1984	     4	    13	    1.703	     14.175	     20.208	     88.637	      2.266	     10.266	    2.094	    2.613	    3.032	    1.979
 1984	     4	    14	    8.257	     15.554	     21.010	     91.216	      1.525	      8.066	    2.558	    2.199	    2.546	    1.603
 1984	     4	    15	   10.676	     15.159	     24.219	     85.957	      1.156	     12.627	    3.113	    3.260	    3.721	    2.607
 1984	     4	    16	    1.402	     17.450	     26.481	     87.671	      1.229	     13.899	    2.751	    3.640	    4.163	    3.046
 1984	     4	    17	    4.071	     17.605	     27.946	     83.613	      1.309	     16.272	    3.332	    4.257	    4.829	    3.637
 1984	     4	    18	   10.410	     17.865	     22.593	     93.498	      1.088	      7.704	    1.998	    2.102	    2.507	    1.613
 1984	     4	    19	    8.310	     17.538	     23.063	     89.713	      1.834	      9.532	    1.588	    2.560	    2.967	    2.000
 1984	     4	    20	    0.461	     17.299	     25.997	     86.453	      0.583	     15.251	    2.918	    3.699	    4.485	    3.314
 1984	     4	    21	    0.453	     16.462	     24.688	     85.380	      1.202	     13.748	    2.341	    3.456	    4.036	    2.906
 1984	     4	    22	    0.371	     15.925	     25.400	     83.440	      1.387	     15.611	    2.652	    3.925	    4.509	    3.307
 1984	     4	    23	    3.398	     17.738	     26.457	     84.058	      1.363	     12.319	    2.350	    3.350	    3.740	    2.708
 1984	     4	    24	   15.969	     14.823	     19.069	     94.475	      0.912	      4.590	    0.741	    1.426	    1.674	    0.878
 1984	     4	    25	    1.927	     12.863	     18.447	     82.140	      1.363	     10.571	    1.331	    2.457	    3.001	    1.947
 1984	     4	    26	    0.787	     11.364	     21.359	     80.271	      0.872	     16.527	    2.379	    3.676	    4.403	    3.110
 1984	     4	    27	    0.148	     10.633	     23.565	     78.306	      0.696	     16.219	    2.098	    3.765	    4.384	    3.118
 1984	     4	    28	    0.853	     12.840	     22.289	     84.616	      1.206	     11.817	    2.226	    3.014	    3.379	    2.301
 1984	     4	    29	   11.433	     15.197	     19.251	     96.938	      0.704	      5.461	    1.315	    1.549	    1.878	    1.054
 1984	     4	    30	    8.783	     14.589	     20.120	     88.919	      0.676	      8.867	    2.396	    2.196	    2.675	    1.717
 1984	     5	     1	    4.486	     14.768	     17.349	     95.776	      1.450	      6.368	    1.593	    1.594	    2.056	    1.188
 1984	     5	     2	    6.280	     14.662	     19.199	     91.585	      1.196	      7.393	    1.545	    1.920	    2.314	    1.414
 1984	     5	     3	    1.774	     15.744	     23.156	     86.659	      1.230	     11.624	    2.018	    2.940	    3.418	    2.385
 1984	     5	     4	    0.437	     16.953	     25.117	     86.576	      1.113	     13.108	    2.158	    3.319	    3.863	    2.804
 1984	     5	     5	    0.335	     17.618	     27.450	     82.025	      1.098	     15.594	    2.456	    3.976	    4.583	    3.464
 1984	     5	     6	    0.085	     17.272	     27.019	     79.426	      0.939	     15.307	    2.649	    3.846	    4.481	    3.368
 1984	     5	     7	    0.051	     17.432	     27.823	     79.019	      1.175	     14.586	    2.473	    3.852	    4.319	    3.248
 1984	     5	     8	    0.159	     17.273	     26.726	     79.872	      0.863	     12.930	    2.254	    3.346	    3.855	    2.834
 1984	     5	     9	    0.349	     18.156	     26.236	     83.499	      1.284	     12.012	    2.190	    3.202	    3.627	    2.646
 1984	     5	    10	    4.445	     16.387	     25.325	     81.356	      1.299	      9.622	    2.276	    2.777	    2.963	    2.049
 1984	     5	    11	   33.196	     14.376	     18.890	     98.663	      1.282	      4.591	    1.821	    1.461	    1.651	    0.871
 1984	     5	    12	   16.195	     13.696	     19.804	     92.247	      0.915	      7.012	    2.149	    1.904	    2.203	    1.334
 1984	     5	    13	   20.410	     11.423	     16.193	     93.869	      2.085	      3.538	    1.590	    1.329	    1.365	    0.616
 1984	     5	    14	   20.076	     10.665	     17.690	     92.419	      0.721	      5.918	    1.799	    1.649	    1.878	    1.043
 1984	     5	    15	    1.552	      8.818	     19.338	     73.844	      1.251	     16.834	    1.775	    3.579	    4.207	    2.956
 1984	     5	    16	    1.154	      8.659	     19.786	     84.934	      1.082	     13.906	    1.444	    3.161	    3.587	    2.452
 1984	     5	    17	    7.268	     11.050	     19.821	     95.873	      1.009	      6.548	    1.606	    1.938	    2.047	    1.198
 1984	     5	    18	    3.694	     14.481	     23.398	     88.020	      1.128	     12.697	    2.176	    3.152	    3.612	    2.570
 1984	     5	    19	    1.312	     16.814	     25.402	     87.301	      1.033	     11.943	    1.767	    3.095	    3.537	    2.560
 1984	     5	    20	    0.198	     16.817	     26.687	     84.838	      1.086	     13.628	    2.143	    3.534	    3.991	    2.969
 1984	     5	    21	    0.252	     17.296	     25.121	     82.325	      0.987	     13.119	    2.267	    3.252	    3.832	    2.818
 1984	     5	    22	    0.033	     13.732	     25.460	     79.132	      1.104	     15.152	    2.025	    3.790	    4.231	    3.121
 1984	     5	    23	    0.001	     15.322	     24.741	     81.893	      0.585	     13.491	    1.925	    3.235	    3.853	    2.811
 1984	     5	    24	    0.007	     13.451	     24.576	     80.740	      1.231	     14.418	    1.974	    3.618	    4.011	    2.923
 1984	     5	    25	    0.004	     13.465	     26.011	     78.665	      0.826	     15.183	    1.765	    3.742	    4.241	    3.139
 1984	     5	    26	    0.054	     14.042	     26.152	     78.996	      1.353	     15.013	    1.905	    3.913	    4.221	    3.134
 1984	     5	    27	    0.081	     14.643	     26.301	     79.867	      0.621	     13.789	    1.846	    3.405	    3.942	    2.907
 1984	     5	    28	    0.044	     13.820	     23.909	     79.130	      1.021	     13.492	    1.932	    3.313	    3.772	    2.724
 1984	     5	    29	    0.429	     15.366	     25.599	     72.610	      2.855	     12.887	    2.374	    3.821	    3.717	    2.718
 1984	     5	    30	    1.291	      9.280	     18.186	     59.681	      2.961	     14.325	    1.616	    3.234	    3.604	    2.488
 1984	     5	    31	    0.044	      5.509	     18.284	     73.929	      0.754	     15.292	    1.151	    3.147	    3.653	    2.501
 1984	     6	     1	    0.064	      7.611	     20.675	     83.741	      1.440	     12.645	    1.452	    3.182	    3.274	    2.224
 1984	     6	     2	    0.000	     11.506	     23.837	     81.357	      1.318	     13.898	    1.767	    3.539	    3.782	    2.715
 1984	     6	     3	    0.002	     11.953	     24.261	     79.822	      1.469	     14.032	    1.633	    3.645	    3.840	    2.775
 1984	     6	     4	    0.022	     11.974	     23.435	     78.295	      1.361	     12.519	    1.570	    3.267	    3.463	    2.448
 1984	     6	     5	    0.363	     12.643	     22.963	     79.874	      0.997	     10.846	    1.484	    2.805	    3.082	    2.127
 1984	     6	     6	    0.975	     14.430	     23.143	     82.111	      1.025	     10.290	    1.618	    2.674	    2.999	    2.074
 1984	     6	     7	    0.024	     15.084	     22.311	     80.182	      2.493	     12.919	    1.824	    3.191	    3.612	    2.597
 1984	     6	     8	    0.003	      8.686	     19.185	     84.494	      0.363	     12.027	    1.156	    2.592	    3.121	    2.102
 1984	     6	     9	    2.107	     11.115	     23.000	     79.667	      2.094	      9.245	    1.745	    3.008	    2.677	    1.776
 1984	     6	    10	    1.676	      5.633	     16.771	     75.795	      1.171	     14.911	    1.233	    3.041	    3.502	    2.382
 1984	     6	    11	    0.706	      5.751	     20.188	     75.025	      1.080	     14.456	    1.143	    3.299	    3.552	    2.450
 1984	     6	    12	    5.853	     10.217	     22.261	     79.837	      1.692	      9.734	    0.908	    2.902	    2.748	    1.825
 1984	     6	    13	   47.247	     12.518	     18.596	     91.583	      1.455	      5.793	    2.416	    1.729	    1.865	    1.064
 1984	     6	    14	   30.704	     12.319	     15.031	     96.853	      1.535	      3.247	    2.166	    1.062	    1.287	    0.563
 1984	     6	    15	   21.771	     13.558	     21.322	     90.073	      1.191	      7.588	    2.468	    2.145	    2.318	    1.473
 1984	     6	    16	    8.296	     13.478	     23.633	     83.533	      1.464	     10.888	    1.830	    2.980	    3.120	    2.181
 1984	     6	    17	    6.399	     14.992	     22.400	     84.856	      1.276	      9.769	    1.666	    2.545	    2.868	    1.965
 1984	     6	    18	    2.159	     13.827	     19.928	     89.301	      1.596	      7.769	    0.937	    2.095	    2.341	    1.484
 1984	     6	    19	    0.106	     14.154	     22.219	     81.494	      1.506	      9.309	    0.611	    2.545	    2.738	    1.845
 1984	     6	    20	    0.005	     12.065	     23.301	     77.510	      1.233	     11.996	    1.505	    3.113	    3.330	    2.344
 1984	     6	    21	    0.026	     10.710	     22.091	     77.350	      1.250	     12.448	    1.461	    3.120	    3.357	    2.344
 1984	     6	    22	    0.039	     11.681	     24.011	     71.921	      1.841	     13.868	    1.543	    3.716	    3.769	    2.723
 1984	     6	    23	    0.112	     13.131	     21.157	     78.830	      0.952	     10.506	    1.203	    2.572	    2.966	    2.022
 1984	     6	    24	    0.153	     12.840	     21.806	     80.535	      1.164	      9.414	    1.696	    2.504	    2.726	    1.821
 1984	     6	    25	    0.000	     11.592	     22.860	     77.500	      1.448	     13.083	    1.423	    3.327	    3.551	    2.524
 1984	     6	    26	    0.660	     12.726	     24.383	     71.152	      3.073	     13.468	    1.750	    3.990	    3.723	    2.697
 1984	     6	    27	    1.939	      6.496	     17.946	     66.583	      1.843	     13.834	    1.561	    3.140	    3.366	    2.288
 1984	     6	    28	    0.025	      5.191	     15.123	     79.847	      1.140	     11.941	    0.891	    2.494	    2.850	    1.838
 1984	     6	    29	    0.051	      6.403	     15.287	     83.417	      1.230	     11.930	    1.058	    2.493	    2.896	    1.882
 1984	     6	    30	    0.011	      5.411	     15.565	     82.259	      1.640	     12.429	    1.029	    2.677	    2.967	    1.936
 1984	     7	     1	    0.121	      6.410	     19.408	     85.716	      1.489	     10.932	    1.442	    2.853	    2.828	    1.849
 1984	     7	     2	    0.836	     12.164	     22.025	     83.163	      1.810	     12.112	    1.918	    3.139	    3.330	    2.328
 1984	     7	     3	    1.996	     14.690	     25.675	     73.632	      3.442	     13.489	    2.122	    4.124	    3.832	    2.822
 1984	     7	     4	   11.072	     13.085	     22.822	     79.994	      2.159	     11.411	    2.275	    3.166	    3.219	    2.248
 1984	     7	     5	    1.188	     15.119	     27.080	     62.241	      3.224	     14.356	    1.627	    4.455	    4.102	    3.076
 1984	     7	     6	    0.299	     17.090	     26.193	     66.704	      3.313	      9.565	    1.050	    3.308	    2.935	    2.078
 1984	     7	     7	   17.445	     11.447	     20.771	     92.544	      1.319	      4.822	    1.730	    1.817	    1.665	    0.900
 1984	     7	     8	    0.902	     11.145	     17.695	     90.559	      1.833	      6.802	    0.991	    1.924	    2.052	    1.207
 1984	     7	     9	    0.190	     13.707	     22.363	     80.508	      1.483	     12.945	    1.924	    3.164	    3.586	    2.555
 1984	     7	    10	    0.067	     12.424	     24.890	     73.178	      1.625	     14.267	    1.438	    3.796	    3.934	    2.865
 1984	     7	    11	    0.000	     10.876	     23.641	     69.374	      1.981	     14.731	    1.473	    3.899	    3.948	    2.845
 1984	     7	    12	    0.034	     12.191	     24.706	     66.336	      2.025	     14.874	    1.519	    4.018	    4.067	    2.970
 1984	     7	    13	    0.986	      9.723	     17.041	     94.923	      1.810	      4.007	    0.384	    1.571	    1.440	    0.688
 1984	     7	    14	    4.847	      8.896	     11.327	     98.081	      1.700	      4.138	    0.489	    1.071	    1.388	    0.636
 1984	     7	    15	    0.867	      9.637	     21.109	     84.869	      1.025	     10.023	    1.463	    2.628	    2.790	    1.831
 1984	     7	    16	    0.204	     12.104	     22.911	     82.397	      0.512	     12.548	    1.660	    2.950	    3.475	    2.440
 1984	     7	    17	    0.045	     13.530	     23.325	     84.505	      0.782	     12.602	    2.020	    3.057	    3.543	    2.515
 1984	     7	    18	    0.002	     11.893	     24.899	     76.587	      1.136	     13.952	    1.703	    3.594	    3.860	    2.781
 1984	     7	    19	    0.000	     12.154	     25.126	     69.034	      1.534	     14.654	    1.769	    3.885	    4.044	    2.941
 1984	     7	    20	    0.070	     10.855	     23.271	     75.702	      1.068	     13.174	    1.613	    3.314	    3.599	    2.530
 1984	     7	    21	    0.611	      9.028	     17.850	     81.380	      2.173	      8.806	    0.889	    2.420	    2.449	    1.516
 1984	     7	    22	    0.183	      4.757	     14.077	     73.415	      1.414	     14.048	    0.922	    2.729	    3.233	    2.106
 1984	     7	    23	    0.134	      4.722	     14.238	     80.033	      1.422	     11.803	    0.787	    2.472	    2.816	    1.773
 1984	     7	    24	    0.041	      7.094	     16.433	     82.174	      1.506	      9.947	    0.832	    2.395	    2.601	    1.619
 1984	     7	    25	    0.053	      7.616	     19.233	     78.661	      0.633	     14.615	    1.771	    3.108	    3.674	    2.513
 1984	     7	    26	    0.825	      9.131	     13.212	     90.580	      2.418	      6.260	    0.882	    1.519	    1.846	    0.999
 1984	     7	    27	    0.881	      8.376	     19.912	     81.470	      0.897	     10.244	    1.251	    2.564	    2.797	    1.802
 1984	     7	    28	    0.928	      8.453	     14.439	     92.472	      1.219	      7.454	    0.480	    1.785	    2.096	    1.200
 1984	     7	    29	    1.300	      8.785	     11.889	     88.822	      2.083	      6.269	    0.866	    1.394	    1.820	    0.971
 1984	     7	    30	    0.334	      7.304	     14.594	     88.631	      1.738	      8.775	    0.949	    2.073	    2.337	    1.389
 1984	     7	    31	    0.127	      9.116	     20.993	     78.568	      0.965	     15.101	    1.971	    3.426	    3.924	    2.733
 1984	     8	     1	    0.242	      8.881	     23.587	     67.491	      2.247	     15.031	    1.777	    4.189	    3.999	    2.818
 1984	     8	     2	   33.614	     10.876	     18.586	     95.213	      0.985	      5.073	    1.720	    1.628	    1.715	    0.909
 1984	     8	     3	   27.910	     10.302	     18.148	     72.983	      2.140	     14.742	    2.726	    3.182	    3.792	    2.600
 1984	     8	     4	    0.564	      5.317	     21.543	     72.005	      1.253	     16.867	    1.578	    3.935	    4.184	    2.901
 1984	     8	     5	    2.556	      9.808	     20.926	     85.824	      1.188	      8.105	    1.499	    2.399	    2.403	    1.481
 1984	     8	     6	   13.119	     14.086	     25.771	     77.316	      1.921	     12.387	    3.035	    3.654	    3.619	    2.574
 1984	     8	     7	   22.275	     10.791	     20.147	     90.254	      1.602	      5.588	    1.855	    2.019	    1.851	    1.024
 1984	     8	     8	    3.009	      8.431	     16.244	     91.831	      1.792	      7.045	    1.186	    1.989	    2.066	    1.169
 1984	     8	     9	    0.308	     12.022	     23.621	     84.365	      1.033	     10.975	    2.101	    2.966	    3.179	    2.153
 1984	     8	    10	    0.214	     13.544	     25.065	     80.589	      0.945	     13.534	    2.281	    3.462	    3.878	    2.766
 1984	     8	    11	    0.056	     12.905	     26.054	     73.179	      1.296	     15.826	    2.474	    4.120	    4.454	    3.250
 1984	     8	    12	    0.098	     14.059	     26.398	     67.500	      1.744	     13.769	    1.987	    3.926	    3.994	    2.884
 1984	     8	    13	   11.509	     10.957	     19.565	     90.617	      1.362	      6.361	    0.961	    2.008	    2.027	    1.158
 1984	     8	    14	    2.853	      9.919	     12.856	     93.287	      1.571	      6.012	    0.564	    1.412	    1.830	    0.966
 1984	     8	    15	    1.616	      8.853	     13.260	     90.619	      1.836	      6.672	    1.420	    1.601	    1.952	    1.060
 1984	     8	    16	    6.073	      8.553	     12.341	     90.873	      1.549	      6.324	    1.401	    1.480	    1.859	    0.983
 1984	     8	    17	    1.121	      7.280	     14.302	     86.315	      2.374	      9.182	    1.061	    2.165	    2.445	    1.445
 1984	     8	    18	    5.486	      9.838	     14.581	     89.032	      3.063	      8.588	    1.644	    1.951	    2.401	    1.419
 1984	     8	    19	    6.329	      9.164	     12.499	     95.047	      2.936	      5.730	    1.022	    1.382	    1.759	    0.904
 1984	     8	    20	    5.326	     10.271	     15.164	     95.401	      1.599	      5.249	    1.102	    1.509	    1.722	    0.882
 1984	     8	    21	    5.501	     11.760	     16.362	     94.620	      1.306	      7.195	    1.731	    1.803	    2.188	    1.263
 1984	     8	    22	   15.128	     13.012	     17.397	     94.283	      0.978	      5.515	    1.904	    1.550	    1.853	    1.003
 1984	     8	    23	    9.059	     12.588	     20.616	     80.950	      0.874	     13.738	    2.374	    3.145	    3.799	    2.603
 1984	     8	    24	    2.106	     11.519	     20.942	     84.551	      1.156	     12.023	    2.645	    2.971	    3.379	    2.254
 1984	     8	    25	   23.456	      4.432	     13.647	     91.872	      1.696	      4.421	    1.522	    1.600	    1.441	    0.654
 1984	     8	    26	    6.545	      0.312	     13.215	     66.620	      1.364	     20.139	    1.790	    3.503	    4.212	    2.725
 1984	     8	    27	    0.367	      2.046	     15.333	     65.838	      1.026	     19.904	    1.923	    3.676	    4.400	    2.904
 1984	     8	    28	    0.001	      2.899	     15.416	     74.766	      1.786	     18.294	    1.834	    3.582	    4.145	    2.716
 1984	     8	    29	    0.604	      5.939	     14.390	     86.259	      2.023	     10.171	    1.066	    2.365	    2.630	    1.567
 1984	     8	    30	    3.518	      9.447	     15.740	     90.884	      2.068	      9.203	    1.367	    2.207	    2.571	    1.540
 1984	     8	    31	    2.082	     11.242	     17.182	     88.832	      2.021	     10.871	    1.570	    2.496	    3.022	    1.916
 1984	     9	     1	    0.776	     11.987	     20.151	     81.301	      1.624	     14.696	    1.968	    3.376	    4.011	    2.742
 1984	     9	     2	    0.189	     11.474	     21.874	     75.427	      0.804	     15.799	    2.895	    3.624	    4.314	    3.000
 1984	     9	     3	    0.287	     10.485	     22.540	     76.575	      0.731	     15.450	    2.419	    3.611	    4.221	    2.920
 1984	     9	     4	    0.217	     11.823	     22.718	     74.023	      1.113	     17.234	    3.101	    4.017	    4.708	    3.329
 1984	     9	     5	    0.448	     11.314	     22.384	     77.732	      1.174	     13.810	    2.224	    3.441	    3.864	    2.636
 1984	     9	     6	    1.647	     12.957	     18.809	     87.804	      1.090	      8.092	    1.308	    2.098	    2.482	    1.501
 1984	     9	     7	    1.488	     12.493	     22.361	     80.468	      0.807	     12.180	    2.757	    3.031	    3.515	    2.364
 1984	     9	     8	   10.322	     11.957	     17.476	     91.359	      1.346	      7.641	    0.901	    1.983	    2.338	    1.368
 1984	     9	     9	    1.357	     10.258	     19.478	     71.984	      1.152	     17.592	    2.232	    3.776	    4.602	    3.165
 1984	     9	    10	    0.339	      7.615	     16.251	     80.400	      1.691	     13.776	    1.489	    2.968	    3.520	    2.255
 1984	     9	    11	    0.212	      6.867	     19.829	     75.299	      0.888	     18.587	    2.530	    3.962	    4.683	    3.188
 1984	     9	    12	    0.102	      7.733	     23.232	     71.528	      0.782	     19.376	    2.972	    4.386	    5.073	    3.552
 1984	     9	    13	    0.480	     12.304	     23.611	     74.830	      0.766	     15.992	    2.974	    3.804	    4.485	    3.150
 1984	     9	    14	    0.584	     12.885	     20.934	     83.229	      1.581	     11.044	    1.536	    2.864	    3.232	    2.111
 1984	     9	    15	    0.464	     13.719	     25.082	     70.761	      2.013	     14.274	    3.117	    3.984	    4.158	    2.925
 1984	     9	    16	    0.000	     12.175	     23.617	     67.703	      1.406	     18.224	    3.079	    4.367	    5.032	    3.582
 1984	     9	    17	    1.123	     11.047	     16.572	     85.854	      2.306	     11.800	    1.595	    2.583	    3.239	    2.054
 1984	     9	    18	    2.054	     11.419	     18.978	     81.158	      2.467	     13.683	    2.454	    3.187	    3.757	    2.486
 1984	     9	    19	    3.498	     13.259	     23.627	     83.062	      2.979	     12.593	    2.656	    3.754	    3.694	    2.514
 1984	     9	    20	   31.989	     12.433	     18.193	     93.387	      1.742	      6.484	    1.397	    1.895	    2.107	    1.183
 1984	     9	    21	    4.038	      8.116	     19.869	     66.211	      1.888	     23.140	    3.256	    4.812	    5.800	    4.052
 1984	     9	    22	    0.038	      9.441	     22.116	     56.067	      1.948	     23.763	    3.189	    5.238	    6.161	    4.395
 1984	     9	    23	    0.219	      8.707	     21.430	     73.487	      1.598	     19.820	    3.056	    4.502	    5.168	    3.587
 1984	     9	    24	    0.831	     10.836	     17.379	     84.976	      2.292	     11.532	    1.445	    2.685	    3.208	    2.026
 1984	     9	    25	   10.727	     13.494	     21.446	     89.925	      1.431	      8.639	    2.235	    2.471	    2.693	    1.679
 1984	     9	    26	   42.026	     14.433	     19.029	     95.990	      0.844	      6.501	    1.313	    1.787	    2.159	    1.236
 1984	     9	    27	    6.566	     14.086	     22.422	     78.309	      1.238	     14.798	    2.842	    3.563	    4.245	    2.938
 1984	     9	    28	    1.176	      7.768	     17.403	     63.958	      3.233	     22.282	    3.099	    4.329	    5.461	    3.730
 1984	     9	    29	    0.071	      7.506	     20.392	     67.920	      1.581	     23.602	    3.185	    4.959	    5.922	    4.127
 1984	     9	    30	    0.261	      9.990	     18.624	     79.690	      1.656	     15.860	    1.811	    3.494	    4.210	    2.804
 1984	    10	     1	    0.218	      8.328	     22.328	     73.950	      1.542	     23.232	    3.830	    5.173	    6.010	    4.239
 1984	    10	     2	    0.068	     11.673	     24.427	     71.298	      1.471	     22.519	    3.847	    5.264	    6.145	    4.446
 1984	    10	     3	    0.082	     13.152	     28.101	     65.651	      0.977	     21.624	    4.166	    5.373	    6.172	    4.577
 1984	    10	     4	    0.018	     14.532	     28.942	     66.151	      1.056	     16.910	    3.860	    4.573	    5.017	    3.683
 1984	    10	     5	    0.772	     15.988	     30.362	     65.371	      1.458	     18.397	    3.980	    5.164	    5.516	    4.152
 1984	    10	     6	    7.629	     14.690	     23.023	     91.240	      1.366	      8.539	    1.954	    2.542	    2.725	    1.724
 1984	    10	     7	    7.307	     11.612	     16.513	     90.627	      2.328	      8.766	    1.373	    2.129	    2.598	    1.538
 1984	    10	     8	    3.310	     12.895	     17.383	     93.558	      2.178	      8.237	    1.304	    2.062	    2.525	    1.494
 1984	    10	     9	    7.859	     14.039	     24.180	     84.373	      1.413	     12.352	    3.497	    3.376	    3.697	    2.510
 1984	    10	    10	    1.124	     15.711	     25.053	     79.924	      1.238	     17.942	    3.631	    4.369	    5.213	    3.772
 1984	    10	    11	    0.587	     13.054	     21.813	     79.175	      1.734	     18.959	    3.324	    4.300	    5.231	    3.678
 1984	    10	    12	    0.224	     11.821	     21.795	     75.294	      2.004	     22.505	    3.927	    4.938	    6.033	    4.290
 1984	    10	    13	    0.159	     11.935	     26.321	     70.365	      1.407	     22.643	    4.086	    5.543	    6.310	    4.605
 1984	    10	    14	    0.207	     14.190	     22.664	     84.260	      1.057	     15.314	    3.631	    3.671	    4.412	    3.055
 1984	    10	    15	    0.570	     14.408	     20.435	     82.746	      2.286	     15.695	    3.595	    3.512	    4.439	    3.044
 1984	    10	    16	    0.521	     13.523	     21.769	     83.661	      2.124	     17.613	    3.296	    4.082	    4.927	    3.438
 1984	    10	    17	    4.936	     15.570	     27.448	     81.240	      1.585	     18.599	    4.556	    4.888	    5.475	    4.026
 1984	    10	    18	   10.524	     14.210	     19.612	     95.447	      1.949	      7.726	    1.554	    2.155	    2.475	    1.477
 1984	    10	    19	    0.989	     11.743	     17.040	     83.143	      2.420	     12.677	    2.803	    2.747	    3.520	    2.247
 1984	    10	    20	    0.205	      9.517	     20.570	     73.604	      1.794	     24.845	    3.947	    5.184	    6.396	    4.494
 1984	    10	    21	    0.025	      9.628	     24.864	     75.848	      1.349	     24.512	    3.632	    5.704	    6.585	    4.731
 1984	    10	    22	    0.007	     14.381	     27.521	     71.691	      0.921	     26.071	    4.714	    6.151	    7.411	    5.565
 1984	    10	    23	    0.889	     15.783	     24.551	     78.220	      1.923	     20.547	    3.420	    4.863	    5.892	    4.297
 1984	    10	    24	    7.219	     15.446	     19.046	     93.037	      2.003	      8.680	    1.177	    2.142	    2.725	    1.675
 1984	    10	    25	    2.137	     15.538	     21.407	     86.934	      2.085	     14.263	    2.312	    3.354	    4.167	    2.849
 1984	    10	    26	    0.747	     15.921	     24.616	     78.086	      2.026	     20.970	    3.950	    4.947	    6.015	    4.396
 1984	    10	    27	    0.372	     14.720	     25.256	     73.288	      1.620	     26.018	    4.745	    5.957	    7.297	    5.415
 1984	    10	    28	    0.143	     14.807	     28.463	     72.017	      0.980	     24.903	    4.667	    6.056	    7.183	    5.409
 1984	    10	    29	    0.118	     17.106	     29.835	     65.080	      1.182	     24.450	    4.421	    6.155	    7.242	    5.558
 1984	    10	    30	    2.336	     17.754	     30.506	     67.653	      0.947	     20.438	    4.321	    5.321	    6.182	    4.720
 1984	    10	    31	    2.379	     13.600	     19.742	     87.497	      2.792	     10.323	    2.484	    2.688	    3.102	    1.960
 1984	    11	     1	    1.252	     12.705	     20.099	     82.282	      2.168	     15.167	    2.370	    3.511	    4.255	    2.856
 1984	    11	     2	    9.244	     16.507	     26.861	     83.282	      1.656	     15.647	    4.335	    4.244	    4.719	    3.404
 1984	    11	     3	   22.289	     17.041	     21.276	     91.159	      1.129	      9.828	    2.688	    2.472	    3.088	    2.001
 1984	    11	     4	   22.906	     15.533	     18.348	     96.761	      2.163	      8.020	    1.731	    1.941	    2.559	    1.535
 1984	    11	     5	   15.455	     15.231	     19.032	     96.319	      2.618	      7.657	    1.313	    2.008	    2.476	    1.473
 1984	    11	     6	    6.952	     16.341	     20.737	     93.527	      1.995	      8.400	    1.909	    2.241	    2.706	    1.681
 1984	    11	     7	   11.222	     16.500	     22.437	     90.951	      2.240	     10.958	    2.749	    2.897	    3.389	    2.249
 1984	    11	     8	    5.560	     17.624	     26.772	     82.097	      1.444	     16.490	    3.722	    4.282	    4.982	    3.633
 1984	    11	     9	    2.034	     18.964	     24.442	     80.968	      2.393	     12.112	    2.662	    3.169	    3.786	    2.636
 1984	    11	    10	    0.894	     15.770	     26.563	     68.377	      1.610	     29.964	    5.472	    6.853	    8.495	    6.431
